city,language,date,mobile,used
amsterdam,bulgarian,13,1,2
amsterdam,bulgarian,14,0,0
amsterdam,bulgarian,14,1,0
amsterdam,bulgarian,15,0,0
amsterdam,bulgarian,15,1,0
amsterdam,bulgarian,16,0,0
amsterdam,bulgarian,16,1,0
amsterdam,bulgarian,17,0,0
amsterdam,bulgarian,17,1,0
amsterdam,bulgarian,18,0,0
amsterdam,bulgarian,18,1,0
amsterdam,bulgarian,19,0,0
amsterdam,bulgarian,19,1,2
amsterdam,bulgarian,20,0,0
amsterdam,bulgarian,20,1,0
amsterdam,bulgarian,21,0,0
amsterdam,bulgarian,21,1,0
amsterdam,bulgarian,22,0,0
amsterdam,bulgarian,22,1,0
amsterdam,bulgarian,23,0,0
amsterdam,bulgarian,23,1,0
amsterdam,bulgarian,24,0,0
amsterdam,bulgarian,24,1,0
amsterdam,bulgarian,25,0,0
amsterdam,bulgarian,25,1,0
amsterdam,bulgarian,26,0,0
amsterdam,bulgarian,26,1,0
amsterdam,bulgarian,27,0,0
amsterdam,bulgarian,27,1,0
amsterdam,bulgarian,28,0,0
amsterdam,bulgarian,28,1,0
amsterdam,bulgarian,29,0,0
amsterdam,bulgarian,29,1,0
amsterdam,bulgarian,30,0,0
amsterdam,bulgarian,30,1,2
amsterdam,bulgarian,31,0,0
amsterdam,bulgarian,31,1,0
amsterdam,bulgarian,32,0,0
amsterdam,bulgarian,32,1,0
amsterdam,bulgarian,33,0,0
amsterdam,bulgarian,33,1,0
amsterdam,bulgarian,34,0,0
amsterdam,bulgarian,34,1,0
amsterdam,bulgarian,35,0,0
amsterdam,bulgarian,35,1,0
amsterdam,bulgarian,36,0,0
amsterdam,bulgarian,36,1,0
amsterdam,bulgarian,37,0,0
amsterdam,bulgarian,37,1,0
amsterdam,bulgarian,38,0,0
amsterdam,bulgarian,38,1,0
amsterdam,bulgarian,39,0,0
amsterdam,bulgarian,39,1,0
amsterdam,bulgarian,40,0,0
amsterdam,bulgarian,40,1,0
amsterdam,bulgarian,41,0,0
amsterdam,bulgarian,41,1,0
amsterdam,bulgarian,42,0,0
amsterdam,bulgarian,42,1,0
amsterdam,bulgarian,43,0,0
amsterdam,bulgarian,43,1,0
amsterdam,bulgarian,44,0,0
amsterdam,bulgarian,44,1,0
amsterdam,croatian,0,0,0
amsterdam,croatian,0,1,0
amsterdam,croatian,1,0,0
amsterdam,croatian,1,1,0
amsterdam,croatian,2,0,0
amsterdam,croatian,2,1,0
amsterdam,croatian,3,0,0
amsterdam,croatian,3,1,0
amsterdam,croatian,4,0,0
amsterdam,croatian,4,1,0
amsterdam,croatian,5,0,0
amsterdam,croatian,5,1,2
amsterdam,croatian,6,0,0
amsterdam,croatian,6,1,0
amsterdam,croatian,7,0,0
amsterdam,croatian,7,1,0
amsterdam,croatian,8,0,0
amsterdam,croatian,8,1,0
amsterdam,croatian,9,0,0
amsterdam,croatian,9,1,0
amsterdam,croatian,10,0,0
amsterdam,croatian,10,1,0
amsterdam,croatian,11,0,0
amsterdam,croatian,11,1,0
amsterdam,croatian,12,0,0
amsterdam,croatian,12,1,0
amsterdam,croatian,13,0,0
amsterdam,croatian,13,1,2
amsterdam,croatian,14,0,0
amsterdam,croatian,14,1,0
amsterdam,croatian,15,0,0
amsterdam,croatian,15,1,0
amsterdam,croatian,16,0,0
amsterdam,croatian,16,1,0
amsterdam,croatian,17,0,0
amsterdam,croatian,17,1,0
amsterdam,croatian,18,0,0
amsterdam,croatian,18,1,0
amsterdam,croatian,19,0,0
amsterdam,croatian,19,1,0
amsterdam,croatian,20,0,0
amsterdam,croatian,20,1,0
amsterdam,croatian,21,0,0
amsterdam,croatian,21,1,0
amsterdam,croatian,22,0,0
amsterdam,croatian,22,1,0
amsterdam,croatian,23,0,0
amsterdam,croatian,23,1,0
amsterdam,croatian,24,0,0
amsterdam,croatian,24,1,0
amsterdam,croatian,25,0,0
amsterdam,croatian,25,1,0
amsterdam,croatian,26,0,0
amsterdam,croatian,26,1,0
amsterdam,croatian,27,0,0
amsterdam,croatian,27,1,0
amsterdam,croatian,28,0,0
amsterdam,croatian,28,1,0
amsterdam,croatian,29,0,0
amsterdam,croatian,29,1,0
amsterdam,croatian,30,0,0
amsterdam,croatian,30,1,0
amsterdam,croatian,31,0,0
amsterdam,croatian,31,1,0
amsterdam,croatian,32,0,0
amsterdam,croatian,32,1,0
amsterdam,croatian,33,0,0
amsterdam,croatian,33,1,0
amsterdam,croatian,34,0,0
amsterdam,croatian,34,1,0
amsterdam,croatian,35,0,0
amsterdam,croatian,35,1,0
amsterdam,croatian,36,0,0
amsterdam,croatian,36,1,0
amsterdam,croatian,37,0,0
amsterdam,croatian,37,1,0
amsterdam,croatian,38,0,0
amsterdam,croatian,38,1,0
amsterdam,croatian,39,0,0
amsterdam,croatian,39,1,0
amsterdam,croatian,40,0,0
amsterdam,croatian,40,1,0
amsterdam,croatian,41,0,0
amsterdam,croatian,41,1,0
amsterdam,croatian,42,0,0
amsterdam,croatian,42,1,0
amsterdam,croatian,43,0,0
amsterdam,croatian,43,1,0
amsterdam,croatian,44,0,0
amsterdam,croatian,44,1,0
amsterdam,cypriot,0,0,0
amsterdam,cypriot,0,1,0
amsterdam,cypriot,1,0,0
amsterdam,cypriot,1,1,0
amsterdam,cypriot,2,0,0
amsterdam,cypriot,2,1,0
amsterdam,cypriot,3,0,0
amsterdam,cypriot,3,1,0
amsterdam,cypriot,4,0,0
amsterdam,cypriot,4,1,0
amsterdam,cypriot,5,0,0
amsterdam,cypriot,5,1,0
amsterdam,cypriot,6,0,0
amsterdam,cypriot,6,1,0
amsterdam,cypriot,7,0,0
amsterdam,cypriot,7,1,0
amsterdam,cypriot,8,0,2
amsterdam,cypriot,8,1,2
amsterdam,cypriot,9,0,0
amsterdam,cypriot,9,1,0
amsterdam,cypriot,10,0,0
amsterdam,cypriot,10,1,0
amsterdam,cypriot,11,0,0
amsterdam,cypriot,11,1,0
amsterdam,cypriot,12,0,0
amsterdam,cypriot,12,1,0
amsterdam,cypriot,13,0,0
amsterdam,cypriot,13,1,0
amsterdam,cypriot,14,0,0
amsterdam,cypriot,14,1,0
amsterdam,cypriot,15,0,0
amsterdam,cypriot,15,1,0
amsterdam,cypriot,16,0,0
amsterdam,cypriot,16,1,0
amsterdam,cypriot,17,0,0
amsterdam,cypriot,17,1,2
amsterdam,cypriot,18,0,0
amsterdam,cypriot,18,1,0
amsterdam,cypriot,19,0,0
amsterdam,cypriot,19,1,2
amsterdam,cypriot,20,0,0
amsterdam,cypriot,20,1,0
amsterdam,cypriot,21,0,0
amsterdam,cypriot,21,1,0
amsterdam,cypriot,22,0,0
amsterdam,cypriot,22,1,2
amsterdam,cypriot,23,0,0
amsterdam,cypriot,23,1,0
amsterdam,cypriot,24,0,0
amsterdam,cypriot,24,1,0
amsterdam,cypriot,25,0,0
amsterdam,cypriot,25,1,0
amsterdam,cypriot,26,0,0
amsterdam,cypriot,26,1,0
amsterdam,cypriot,27,0,0
amsterdam,cypriot,27,1,0
amsterdam,cypriot,28,0,0
amsterdam,cypriot,28,1,0
amsterdam,cypriot,29,0,0
amsterdam,cypriot,29,1,0
amsterdam,cypriot,30,0,0
amsterdam,cypriot,30,1,0
amsterdam,cypriot,31,0,0
amsterdam,cypriot,31,1,0
amsterdam,cypriot,32,0,0
amsterdam,cypriot,32,1,0
amsterdam,cypriot,33,0,0
amsterdam,cypriot,33,1,0
amsterdam,cypriot,34,0,0
amsterdam,cypriot,34,1,2
amsterdam,cypriot,35,0,0
amsterdam,cypriot,35,1,2
amsterdam,cypriot,36,0,0
amsterdam,cypriot,36,1,0
amsterdam,cypriot,37,0,0
amsterdam,cypriot,37,1,0
amsterdam,cypriot,38,0,0
amsterdam,cypriot,38,1,0
amsterdam,cypriot,39,0,0
amsterdam,cypriot,39,1,0
amsterdam,cypriot,40,0,0
amsterdam,cypriot,40,1,0
amsterdam,cypriot,41,0,0
amsterdam,cypriot,41,1,0
amsterdam,cypriot,42,0,0
amsterdam,cypriot,42,1,0
amsterdam,cypriot,43,0,0
amsterdam,cypriot,43,1,0
amsterdam,cypriot,44,0,0
amsterdam,cypriot,44,1,0
amsterdam,czech,0,0,0
amsterdam,czech,0,1,0
amsterdam,czech,1,0,2
amsterdam,czech,1,1,0
amsterdam,czech,2,0,0
amsterdam,czech,2,1,0
amsterdam,czech,3,0,0
amsterdam,czech,3,1,0
amsterdam,czech,4,0,0
amsterdam,czech,4,1,0
amsterdam,czech,5,0,0
amsterdam,czech,5,1,0
amsterdam,czech,6,0,0
amsterdam,czech,6,1,0
amsterdam,czech,7,0,0
amsterdam,czech,7,1,2
amsterdam,czech,8,0,0
amsterdam,czech,8,1,0
amsterdam,czech,9,0,0
amsterdam,czech,9,1,0
amsterdam,czech,10,0,0
amsterdam,czech,10,1,0
amsterdam,czech,11,0,2
amsterdam,czech,11,1,0
amsterdam,czech,12,0,0
amsterdam,czech,12,1,0
amsterdam,czech,13,0,0
amsterdam,czech,13,1,0
amsterdam,czech,14,0,0
amsterdam,czech,14,1,0
amsterdam,czech,15,0,0
amsterdam,czech,15,1,0
amsterdam,czech,16,0,0
amsterdam,czech,16,1,0
amsterdam,czech,17,0,0
amsterdam,czech,17,1,0
amsterdam,czech,18,0,0
amsterdam,czech,18,1,0
amsterdam,czech,19,0,2
amsterdam,czech,19,1,0
amsterdam,czech,20,0,0
amsterdam,czech,20,1,0
amsterdam,czech,21,0,0
amsterdam,czech,21,1,0
amsterdam,czech,22,0,0
amsterdam,czech,22,1,0
amsterdam,czech,23,0,0
amsterdam,czech,23,1,0
amsterdam,czech,24,0,0
amsterdam,czech,24,1,0
amsterdam,czech,25,0,0
amsterdam,czech,25,1,0
amsterdam,czech,26,0,0
amsterdam,czech,26,1,0
amsterdam,czech,27,0,0
amsterdam,czech,27,1,0
amsterdam,czech,28,0,0
amsterdam,czech,28,1,0
amsterdam,czech,29,0,0
amsterdam,czech,29,1,0
amsterdam,czech,30,0,0
amsterdam,czech,30,1,0
amsterdam,czech,31,0,0
amsterdam,czech,31,1,0
amsterdam,czech,32,0,0
amsterdam,czech,32,1,0
amsterdam,czech,33,0,0
amsterdam,czech,33,1,0
amsterdam,czech,34,0,0
amsterdam,czech,34,1,0
amsterdam,czech,35,0,0
amsterdam,czech,35,1,2
amsterdam,czech,36,0,0
amsterdam,czech,36,1,0
amsterdam,czech,37,0,0
amsterdam,czech,37,1,0
amsterdam,czech,38,0,0
amsterdam,czech,38,1,0
amsterdam,czech,39,0,0
amsterdam,czech,39,1,0
amsterdam,czech,40,0,0
amsterdam,czech,40,1,0
amsterdam,czech,41,0,0
amsterdam,czech,41,1,0
amsterdam,czech,42,0,0
amsterdam,czech,42,1,0
amsterdam,czech,43,0,0
amsterdam,czech,43,1,0
amsterdam,czech,44,0,0
amsterdam,czech,44,1,2
amsterdam,danish,0,0,0
amsterdam,danish,0,1,0
amsterdam,danish,1,0,0
amsterdam,danish,1,1,0
amsterdam,danish,2,0,0
amsterdam,danish,2,1,0
amsterdam,danish,3,0,0
amsterdam,danish,3,1,0
amsterdam,danish,4,0,0
amsterdam,danish,4,1,0
amsterdam,danish,5,0,0
amsterdam,danish,5,1,0
amsterdam,danish,6,0,0
amsterdam,danish,6,1,0
amsterdam,danish,7,0,0
amsterdam,danish,7,1,0
amsterdam,danish,8,0,0
amsterdam,danish,8,1,2
amsterdam,danish,9,0,0
amsterdam,danish,9,1,0
amsterdam,danish,10,0,0
amsterdam,danish,10,1,0
amsterdam,danish,11,0,0
amsterdam,danish,11,1,0
amsterdam,danish,12,0,0
amsterdam,danish,12,1,0
amsterdam,danish,13,0,0
amsterdam,danish,13,1,0
amsterdam,danish,14,0,0
amsterdam,danish,14,1,0
amsterdam,danish,15,0,0
amsterdam,danish,15,1,0
amsterdam,danish,16,0,0
amsterdam,danish,16,1,0
amsterdam,danish,17,0,0
amsterdam,danish,17,1,0
amsterdam,danish,18,0,0
amsterdam,danish,18,1,0
amsterdam,danish,19,0,0
amsterdam,danish,19,1,0
amsterdam,danish,20,0,0
amsterdam,danish,20,1,0
amsterdam,danish,21,0,0
amsterdam,danish,21,1,0
amsterdam,danish,22,0,0
amsterdam,danish,22,1,0
amsterdam,danish,23,0,2
amsterdam,danish,23,1,0
amsterdam,danish,24,0,0
amsterdam,danish,24,1,0
amsterdam,danish,25,0,0
amsterdam,danish,25,1,0
amsterdam,danish,26,0,0
amsterdam,danish,26,1,0
amsterdam,danish,27,0,0
amsterdam,danish,27,1,0
amsterdam,danish,28,0,0
amsterdam,danish,28,1,0
amsterdam,danish,29,0,0
amsterdam,danish,29,1,0
amsterdam,danish,30,0,0
amsterdam,danish,30,1,0
amsterdam,danish,31,0,0
amsterdam,danish,31,1,0
amsterdam,danish,32,0,0
amsterdam,danish,32,1,0
amsterdam,danish,33,0,0
amsterdam,danish,33,1,0
amsterdam,danish,34,0,0
amsterdam,danish,34,1,0
amsterdam,danish,35,0,0
amsterdam,danish,35,1,0
amsterdam,danish,36,0,0
amsterdam,danish,36,1,0
amsterdam,danish,37,0,0
amsterdam,danish,37,1,0
amsterdam,danish,38,0,0
amsterdam,danish,38,1,0
amsterdam,danish,39,0,0
amsterdam,danish,39,1,0
amsterdam,danish,40,0,0
amsterdam,danish,40,1,0
amsterdam,danish,41,0,0
amsterdam,danish,41,1,0
amsterdam,danish,42,0,0
amsterdam,danish,42,1,0
amsterdam,danish,43,0,0
amsterdam,danish,43,1,0
amsterdam,danish,44,0,0
amsterdam,danish,44,1,0
amsterdam,dutch,0,0,0
amsterdam,dutch,0,1,0
amsterdam,dutch,1,0,2
amsterdam,dutch,1,1,0
amsterdam,dutch,2,0,0
amsterdam,dutch,2,1,0
amsterdam,dutch,3,0,0
amsterdam,dutch,3,1,0
amsterdam,dutch,4,0,0
amsterdam,dutch,4,1,0
amsterdam,dutch,5,0,0
amsterdam,dutch,5,1,0
amsterdam,dutch,6,0,0
amsterdam,dutch,6,1,0
amsterdam,dutch,7,0,0
amsterdam,dutch,7,1,0
amsterdam,dutch,8,0,0
amsterdam,dutch,8,1,0
amsterdam,dutch,9,0,0
amsterdam,dutch,9,1,2
amsterdam,dutch,10,0,0
amsterdam,dutch,10,1,0
amsterdam,dutch,11,0,0
amsterdam,dutch,11,1,0
amsterdam,dutch,12,0,0
amsterdam,dutch,12,1,0
amsterdam,dutch,13,0,0
amsterdam,dutch,13,1,0
amsterdam,dutch,14,0,0
amsterdam,dutch,14,1,0
amsterdam,dutch,15,0,0
amsterdam,dutch,15,1,0
amsterdam,dutch,16,0,0
amsterdam,dutch,16,1,0
amsterdam,dutch,17,0,0
amsterdam,dutch,17,1,0
amsterdam,dutch,18,0,0
amsterdam,dutch,18,1,0
amsterdam,dutch,19,0,0
amsterdam,dutch,19,1,0
amsterdam,dutch,20,0,0
amsterdam,dutch,20,1,0
amsterdam,dutch,21,0,0
amsterdam,dutch,21,1,0
amsterdam,dutch,22,0,0
amsterdam,dutch,22,1,0
amsterdam,dutch,23,0,0
amsterdam,dutch,23,1,0
amsterdam,dutch,24,0,0
amsterdam,dutch,24,1,0
amsterdam,dutch,25,0,0
amsterdam,dutch,25,1,0
amsterdam,dutch,26,0,0
amsterdam,dutch,26,1,0
amsterdam,dutch,27,0,0
amsterdam,dutch,27,1,0
amsterdam,dutch,28,0,0
amsterdam,dutch,28,1,0
amsterdam,dutch,29,0,0
amsterdam,dutch,29,1,2
amsterdam,dutch,30,0,0
amsterdam,dutch,30,1,0
amsterdam,dutch,31,0,0
amsterdam,dutch,31,1,0
amsterdam,dutch,32,0,0
amsterdam,dutch,32,1,0
amsterdam,dutch,33,0,0
amsterdam,dutch,33,1,0
amsterdam,dutch,34,0,0
amsterdam,dutch,34,1,0
amsterdam,dutch,35,0,0
amsterdam,dutch,35,1,0
amsterdam,dutch,36,0,0
amsterdam,dutch,36,1,0
amsterdam,dutch,37,0,0
amsterdam,dutch,37,1,0
amsterdam,dutch,38,0,0
amsterdam,dutch,38,1,0
amsterdam,dutch,39,0,0
amsterdam,dutch,39,1,2
amsterdam,dutch,40,0,0
amsterdam,dutch,40,1,0
amsterdam,dutch,41,0,0
amsterdam,dutch,41,1,0
amsterdam,dutch,42,0,2
amsterdam,dutch,42,1,0
amsterdam,dutch,43,0,0
amsterdam,dutch,43,1,0
amsterdam,dutch,44,0,0
amsterdam,dutch,44,1,0
amsterdam,estonian,0,0,2
amsterdam,estonian,0,1,0
amsterdam,estonian,1,0,0
amsterdam,estonian,1,1,0
amsterdam,estonian,2,0,0
amsterdam,estonian,2,1,0
amsterdam,estonian,3,0,0
amsterdam,estonian,3,1,2
amsterdam,estonian,4,0,0
amsterdam,estonian,4,1,0
amsterdam,estonian,5,0,0
amsterdam,estonian,5,1,0
amsterdam,estonian,6,0,0
amsterdam,estonian,6,1,0
amsterdam,estonian,7,0,0
amsterdam,estonian,7,1,0
amsterdam,estonian,8,0,0
amsterdam,estonian,8,1,0
amsterdam,estonian,9,0,0
amsterdam,estonian,9,1,0
amsterdam,estonian,10,0,0
amsterdam,estonian,10,1,0
amsterdam,estonian,11,0,0
amsterdam,estonian,11,1,0
amsterdam,estonian,12,0,0
amsterdam,estonian,12,1,0
amsterdam,estonian,13,0,0
amsterdam,estonian,13,1,0
amsterdam,estonian,14,0,0
amsterdam,estonian,14,1,0
amsterdam,estonian,15,0,0
amsterdam,estonian,15,1,0
amsterdam,estonian,16,0,0
amsterdam,estonian,16,1,0
amsterdam,estonian,17,0,0
amsterdam,estonian,17,1,0
amsterdam,estonian,18,0,0
amsterdam,estonian,18,1,0
amsterdam,estonian,19,0,0
amsterdam,estonian,19,1,2
amsterdam,estonian,20,0,0
amsterdam,estonian,20,1,0
amsterdam,estonian,21,0,0
amsterdam,estonian,21,1,0
amsterdam,estonian,22,0,0
amsterdam,estonian,22,1,0
amsterdam,estonian,23,0,0
amsterdam,estonian,23,1,0
amsterdam,estonian,24,0,0
amsterdam,estonian,24,1,0
amsterdam,estonian,25,0,0
amsterdam,estonian,25,1,0
amsterdam,estonian,26,0,0
amsterdam,estonian,26,1,0
amsterdam,estonian,27,0,0
amsterdam,estonian,27,1,0
amsterdam,estonian,28,0,0
amsterdam,estonian,28,1,0
amsterdam,estonian,29,0,0
amsterdam,estonian,29,1,0
amsterdam,estonian,30,0,0
amsterdam,estonian,30,1,0
amsterdam,estonian,31,0,0
amsterdam,estonian,31,1,0
amsterdam,estonian,32,0,0
amsterdam,estonian,32,1,0
amsterdam,estonian,33,0,2
amsterdam,estonian,33,1,0
amsterdam,estonian,34,0,0
amsterdam,estonian,34,1,2
amsterdam,estonian,35,0,0
amsterdam,estonian,35,1,0
amsterdam,estonian,36,0,0
amsterdam,estonian,36,1,0
amsterdam,estonian,37,0,0
amsterdam,estonian,37,1,0
amsterdam,estonian,38,0,0
amsterdam,estonian,38,1,0
amsterdam,estonian,39,0,0
amsterdam,estonian,39,1,0
amsterdam,estonian,40,0,0
amsterdam,estonian,40,1,0
amsterdam,estonian,41,0,0
amsterdam,estonian,41,1,0
amsterdam,estonian,42,0,0
amsterdam,estonian,42,1,0
amsterdam,estonian,43,0,0
amsterdam,estonian,43,1,0
amsterdam,estonian,44,0,0
amsterdam,estonian,44,1,0
amsterdam,finnish,0,0,0
amsterdam,finnish,0,1,0
amsterdam,finnish,1,0,0
amsterdam,finnish,1,1,0
amsterdam,finnish,2,0,0
amsterdam,finnish,2,1,0
amsterdam,finnish,3,0,0
amsterdam,finnish,3,1,0
amsterdam,finnish,4,0,0
amsterdam,finnish,4,1,0
amsterdam,finnish,5,0,2
amsterdam,finnish,5,1,0
amsterdam,finnish,6,0,0
amsterdam,finnish,6,1,0
amsterdam,finnish,7,0,0
amsterdam,finnish,7,1,0
amsterdam,finnish,8,0,0
amsterdam,finnish,8,1,0
amsterdam,finnish,9,0,0
amsterdam,finnish,9,1,0
amsterdam,finnish,10,0,0
amsterdam,finnish,10,1,0
amsterdam,finnish,11,0,0
amsterdam,finnish,11,1,0
amsterdam,finnish,12,0,0
amsterdam,finnish,12,1,0
amsterdam,finnish,13,0,0
amsterdam,finnish,13,1,0
amsterdam,finnish,14,0,0
amsterdam,finnish,14,1,0
amsterdam,finnish,15,0,0
amsterdam,finnish,15,1,0
amsterdam,finnish,16,0,0
amsterdam,finnish,16,1,0
amsterdam,finnish,17,0,0
amsterdam,finnish,17,1,0
amsterdam,finnish,18,0,0
amsterdam,finnish,18,1,0
amsterdam,finnish,19,0,0
amsterdam,finnish,19,1,2
amsterdam,finnish,20,0,0
amsterdam,finnish,20,1,0
amsterdam,finnish,21,0,0
amsterdam,finnish,21,1,0
amsterdam,finnish,22,0,0
amsterdam,finnish,22,1,0
amsterdam,finnish,23,0,0
amsterdam,finnish,23,1,0
amsterdam,finnish,24,0,0
amsterdam,finnish,24,1,0
amsterdam,finnish,25,0,0
amsterdam,finnish,25,1,0
amsterdam,finnish,26,0,0
amsterdam,finnish,26,1,0
amsterdam,finnish,27,0,0
amsterdam,finnish,27,1,0
amsterdam,finnish,28,0,0
